node,community
Suspect:S04478,7
Family:FG0730,2
Suspect:S00782,4
Suspect:S00373,4
Phone:9563707272,4
Vehicle:MH34AB4728,4
Bank:AC16892773,4
Family:FG0245,4
Family:FG0143,2
Phone:9562254028,2
Vehicle:MH45AB6139,2
Bank:AC68571795,2
Suspect:S03912,2
Family:FG0684,2
Suspect:S04795,1
Suspect:S02727,0
Family:FG0635,2
Suspect:S00650,0
Family:FG0839,4
Suspect:S00721,4
Phone:8633177480,4
Vehicle:TN71AB5140,4
Bank:AC73672398,4
Family:FG0686,4
Phone:8885790857,4
Vehicle:TN31AB4438,4
Bank:AC88909809,4
Family:FG0696,2
Suspect:S04650,2
Suspect:S04772,3
Suspect:S04871,7
Safehouse:SH028,2
Suspect:S01199,8
Phone:7572823571,8
Vehicle:TN81AB7162,8
Bank:AC31173338,8
Family:FG0317,4
Family:FG0357,2
Suspect:S00406,4
Family:FG0524,2
Suspect:S03935,5
Suspect:S03997,2
Suspect:S01144,0
Phone:9421100023,0
Vehicle:KA08AB8752,0
Bank:AC87596783,0
Suspect:S02431,16
Suspect:S00457,2
Phone:8231317910,2
Vehicle:TN65AB8054,2
Bank:AC34060788,2
Suspect:S03415,8
Suspect:S00702,0
Suspect:S04501,4
Suspect:S01803,4
Family:FG0421,2
Suspect:S00146,2
Family:FG0428,2
Suspect:S02648,10
Family:FG0279,0
Suspect:S02770,7
Family:FG0018,2
Suspect:S04558,3
Suspect:S02397,8
Phone:7356877432,8
Vehicle:KL96AB9676,8
Bank:AC59552038,8
Family:FG0774,2
Suspect:S00249,0
Phone:7925861658,0
Vehicle:DL15AB6655,0
Bank:AC67702031,0
Suspect:S03932,7
Suspect:S00493,2
Family:FG0760,3
Suspect:S00844,2
Phone:7368287033,2
Vehicle:KL58AB8723,2
Bank:AC74648438,2
Suspect:S03502,2
Family:FG0206,4
Suspect:S02678,20
Phone:7465705342,7
Vehicle:KL70AB8065,7
Bank:AC39311339,7
Suspect:S04875,4
Family:FG0255,4
Family:FG0919,1
Suspect:S02910,7
Family:FG0146,2
Suspect:S04932,8
Family:FG0033,2
Suspect:S00628,6
Suspect:S02319,2
Suspect:S04472,0
Family:FG0435,4
Suspect:S00562,13
Phone:8269343434,13
Vehicle:TN31AB9108,13
Bank:AC61792685,13
Suspect:S03980,1
Gang:G009,19
Phone:9279852373,1
Vehicle:MH21AB7790,1
Bank:AC96266975,1
Suspect:S03426,3
Family:FG0376,2
Suspect:S01294,6
Family:FG0937,4
Suspect:S01988,13
Family:FG0488,2
Suspect:S01514,13
Phone:8191316960,13
Vehicle:TN22AB1406,13
Bank:AC86771841,13
Suspect:S03916,3
Family:FG0707,5
Family:FG0439,2
Suspect:S04429,7
Suspect:S00528,2
Phone:7490513828,2
Vehicle:KA70AB7010,2
Bank:AC82751830,2
Suspect:S02807,6
Family:FG0874,3
Suspect:S01257,7
Phone:7543199610,7
Vehicle:MH34AB7056,7
Bank:AC34762712,7
Suspect:S02111,4
Suspect:S00903,11
Phone:7577551466,11
Vehicle:DL69AB6172,11
Bank:AC75313057,11
Suspect:S02606,11
Family:FG0151,4
Family:FG0965,6
Family:FG0026,3
Family:FG0299,2
Suspect:S01516,6
Phone:9477575864,6
Vehicle:TN73AB9548,6
Bank:AC35420283,6
Suspect:S01681,7
Family:FG0027,6
Suspect:S01147,7
Suspect:S02765,8
Family:FG0805,2
Suspect:S00189,4
Phone:7339166473,4
Vehicle:DL49AB4945,4
Bank:AC76795767,4
Family:FG0202,0
Suspect:S00049,2
Phone:7664847319,2
Vehicle:KL38AB4566,2
Bank:AC17849494,2
Suspect:S02392,1
Safehouse:SH061,2
Family:FG0464,1
Safehouse:SH116,2
Suspect:S04859,4
Phone:8239573053,2
Vehicle:MH16AB8679,2
Bank:AC50814428,2
Suspect:S00343,2
Suspect:S02954,1
Suspect:S00716,7
Family:FG0947,0
Family:FG0659,4
Family:FG0501,2
Safehouse:SH243,2
Suspect:S02045,7
Phone:8895543438,7
Vehicle:KA48AB2602,7
Bank:AC16594707,7
Suspect:S01632,7
Suspect:S00178,2
Phone:8637375316,2
Vehicle:MH85AB3492,2
Bank:AC76481885,2
Suspect:S01733,2
Family:FG0593,2
Family:FG0849,2
Family:FG0273,4
Suspect:S04517,8
Family:FG0888,2
Family:FG0311,2
Family:FG0243,2
Suspect:S00269,4
Phone:8583715924,4
Vehicle:KA10AB2479,4
Bank:AC92545028,4
Suspect:S03813,2
Family:FG0912,2
Suspect:S01661,1
Suspect:S00113,2
Phone:9316787198,2
Vehicle:TN45AB4673,2
Bank:AC97260863,2
Family:FG0679,4
Suspect:S00706,2
Suspect:S04826,9
Family:FG0750,2
Suspect:S00466,4
Phone:9939599052,4
Vehicle:KA70AB1539,4
Bank:AC34072553,4
Suspect:S01320,23
Suspect:S00120,2
Phone:9938870196,2
Vehicle:DL16AB1672,2
Bank:AC56600900,2
Suspect:S03931,1
Suspect:S03170,9
Family:FG0195,2
Suspect:S01351,19
Suspect:S02542,0
Family:FG0181,1
Family:FG0127,4
Suspect:S01575,0
Phone:8808211327,0
Vehicle:MH93AB8284,0
Bank:AC34954217,0
Suspect:S04479,24
Suspect:S02028,7
Family:FG0164,0
Suspect:S02456,8
Phone:8218721454,8
Vehicle:KA34AB9719,8
Bank:AC43423167,8
Suspect:S01799,11
Suspect:S04487,14
Suspect:S04155,5
Family:FG0486,2
Suspect:S00892,0
Phone:7953881229,0
Vehicle:DL17AB1887,0
Bank:AC80563016,0
Suspect:S01777,0
Suspect:S03392,8
Suspect:S00403,2
Phone:8296847488,2
Vehicle:DL93AB1187,2
Bank:AC45105069,2
Suspect:S01751,2
Suspect:S01612,13
Suspect:S00666,2
Phone:8780016559,2
Vehicle:KL19AB2641,2
Bank:AC24178065,2
Suspect:S03740,3
Family:FG0756,2
Suspect:S04173,11
Phone:7491439865,11
Vehicle:TN08AB8612,11
Bank:AC90747404,11
Suspect:S01868,11
Suspect:S02256,1
Phone:7086021207,1
Vehicle:DL14AB9216,1
Bank:AC63410254,1
Suspect:S00484,4
Suspect:S00997,7
Family:FG0248,2
Suspect:S00134,2
Phone:8163577186,2
Vehicle:KA33AB4777,2
Bank:AC26194158,2
Suspect:S02704,7
Safehouse:SH018,0
Suspect:S01750,7
Phone:8679603225,7
Vehicle:TN68AB5637,7
Bank:AC47898265,7
Family:FG0532,4
Safehouse:SH035,2
Suspect:S01538,1
Phone:9418416972,1
Vehicle:TN39AB2469,1
Bank:AC63056925,1
Suspect:S03011,2
Family:FG0797,0
Suspect:S01731,12
Phone:7908990420,12
Vehicle:KL97AB2465,12
Bank:AC24155900,12
Suspect:S03287,7
Phone:8152436119,7
Vehicle:KA24AB9578,7
Bank:AC62770835,7
Suspect:S02263,24
Phone:7100639474,24
Vehicle:KA36AB8518,24
Bank:AC37201463,24
Suspect:S04813,13
Suspect:S00779,2
Phone:8927645417,2
Vehicle:KL88AB2220,2
Bank:AC35095571,2
Suspect:S00630,0
Phone:9516922421,0
Vehicle:TN44AB5944,0
Bank:AC53299069,0
Suspect:S03114,0
Suspect:S03068,4
Family:FG0337,1
Suspect:S00523,2
Phone:7838070464,2
Vehicle:MH72AB9281,2
Bank:AC97653539,2
Suspect:S01489,16
Safehouse:SH189,2
Suspect:S00164,2
Phone:7004943787,2
Vehicle:DL60AB7770,2
Bank:AC17275149,2
Suspect:S02405,7
Family:FG0687,6
Suspect:S03199,0
Family:FG0733,3
Family:FG0547,2
Suspect:S00336,2
Gang:G023,6
Phone:8584461407,2
Vehicle:MH71AB3126,2
Bank:AC92134318,2
Suspect:S00914,0
Suspect:S03270,3
Family:FG0492,3
Suspect:S01051,4
Phone:7366388824,4
Vehicle:DL91AB7292,4
Bank:AC78674708,4
Suspect:S03397,7
Family:FG0685,0
Suspect:S03060,7
Suspect:S04065,1
Suspect:S00861,2
Phone:8774801423,2
Vehicle:DL72AB8904,2
Bank:AC33987338,2
Family:FG0381,2
Family:FG0002,4
Suspect:S00912,4
Phone:8811688007,4
Vehicle:DL74AB7631,4
Bank:AC19575640,4
Suspect:S02108,4
Phone:9996395544,4
Vehicle:TN60AB7830,4
Bank:AC67020114,4
Suspect:S00369,2
Phone:9633107545,2
Vehicle:KA21AB7438,2
Bank:AC92745294,2
Suspect:S04850,2
Phone:8791985398,2
Vehicle:MH16AB7622,2
Bank:AC83053533,2
Suspect:S04842,3
Phone:9961852565,2
Vehicle:KA12AB8155,2
Bank:AC24208709,2
Suspect:S04655,6
Family:FG0144,2
Suspect:S01950,7
Suspect:S02286,3
Family:FG0783,4
Safehouse:SH235,2
Suspect:S00900,0
Phone:9454186065,0
Vehicle:KL74AB4744,0
Bank:AC23404289,0
Family:FG0514,2
Phone:8765031776,3
Vehicle:MH32AB5734,3
Bank:AC71516755,3
Suspect:S00262,0
Phone:9192509020,0
Vehicle:TN68AB9355,0
Bank:AC36025314,0
Family:FG0230,0
Suspect:S04507,4
Family:FG0238,4
Suspect:S01522,5
Family:FG0773,2
Suspect:S02442,4
Suspect:S04902,5
Family:FG0460,4
Suspect:S01648,8
Family:FG0751,2
Suspect:S01167,8
Family:FG0324,2
Suspect:S01468,0
Family:FG0167,2
Suspect:S03505,6
Family:FG0423,2
Suspect:S03275,0
Suspect:S03292,7
Suspect:S04176,3
Phone:8968302927,3
Vehicle:TN04AB2470,3
Bank:AC33592931,3
Suspect:S02876,21
Suspect:S01111,6
Family:FG0572,4
Family:FG0582,5
Suspect:S00103,2
Phone:8785736751,2
Vehicle:TN27AB7883,2
Bank:AC62274692,2
Suspect:S02735,0
Family:FG0083,0
Suspect:S02447,2
Phone:7392384757,2
Vehicle:KL94AB2043,2
Bank:AC27790417,2
Suspect:S00320,4
Phone:9588240189,4
Vehicle:MH22AB8272,4
Bank:AC57183837,4
Suspect:S01401,4
Suspect:S01818,1
Suspect:S00964,7
Phone:9632983517,7
Vehicle:KA42AB7714,7
Bank:AC96020669,7
Suspect:S02702,7
Suspect:S02277,4
Gang:G097,7
Phone:9382878972,4
Vehicle:TN14AB7974,4
Bank:AC20402470,4
Suspect:S02014,4
Family:FG0971,4
Suspect:S00392,2
Suspect:S03536,1
Family:FG0187,0
Phone:7742842974,0
Vehicle:KL67AB8108,0
Bank:AC45731499,0
Family:FG0054,0
Family:FG0383,0
Suspect:S02216,5
Phone:7416176337,5
Vehicle:KL39AB9082,5
Bank:AC55783977,5
Suspect:S03637,5
Family:FG0735,2
Suspect:S00512,2
Suspect:S04251,8
Suspect:S00297,2
Phone:7627276995,2
Vehicle:KL05AB5700,2
Bank:AC73411827,2
Suspect:S02098,3
Suspect:S00223,2
Suspect:S03823,20
Family:FG0887,4
Gang:G105,10
Phone:8019735496,1
Vehicle:MH86AB9660,1
Bank:AC28320085,1
Family:FG0190,0
Phone:8467960342,0
Vehicle:MH85AB3248,0
Bank:AC21783647,0
Suspect:S03953,8
Phone:9653210404,4
Vehicle:MH08AB6828,4
Bank:AC10790690,4
Suspect:S03765,5
Suspect:S04639,5
Phone:7217734617,5
Vehicle:DL08AB3305,5
Bank:AC65993064,5
Suspect:S02684,15
Suspect:S00234,8
Phone:8607610633,8
Vehicle:KL88AB8770,8
Bank:AC19010480,8
Suspect:S02491,0
Family:FG0183,2
Suspect:S02928,12
Suspect:S00449,6
Phone:9144483523,6
Vehicle:DL84AB6530,6
Bank:AC44537812,6
Suspect:S04654,2
Suspect:S01625,2
Suspect:S03693,7
Family:FG0650,0
Family:FG0482,2
Suspect:S01149,2
Family:FG0853,2
Suspect:S03605,6
Family:FG0065,2
Suspect:S02201,2
Family:FG0611,2
Suspect:S01088,1
Gang:G007,8
Phone:7160610438,1
Vehicle:KL12AB8270,1
Bank:AC77913458,1
Suspect:S02647,1
Phone:7179526833,1
Vehicle:MH17AB4653,1
Bank:AC19465618,1
Suspect:S00780,5
Phone:9206955437,5
Vehicle:TN49AB1665,5
Bank:AC67513345,5
Suspect:S04768,2
Phone:7296434961,4
Vehicle:MH05AB5703,4
Bank:AC64877191,4
Safehouse:SH141,4
Suspect:S00081,0
Phone:8872852789,0
Vehicle:TN67AB9821,0
Bank:AC36445607,0
Suspect:S04474,1
Suspect:S03709,4
Suspect:S02083,1
Suspect:S00162,2
Phone:8237886015,2
Vehicle:MH98AB1601,2
Bank:AC71045700,2
Suspect:S03561,2
Family:FG0664,4
Suspect:S02110,5
Family:FG0802,4
Suspect:S02785,5
Family:FG0396,0
Suspect:S00683,3
Phone:7699681969,3
Vehicle:DL28AB4626,3
Bank:AC96889858,3
Suspect:S04528,3
Suspect:S03121,1
Suspect:S00657,4
Suspect:S00497,2
Phone:8544167403,2
Vehicle:DL77AB2392,2
Bank:AC24679315,2
Suspect:S00665,4
Family:FG0727,4
Suspect:S00958,4
Phone:7801555686,4
Vehicle:DL45AB6303,4
Bank:AC72866875,4
Suspect:S03307,3
Family:FG0568,2
Suspect:S00363,2
Phone:9412985084,2
Vehicle:KL47AB5728,2
Bank:AC19869264,2
Suspect:S02564,3
Suspect:S02660,5
Suspect:S00678,2
Phone:8960432117,2
Vehicle:TN47AB4262,2
Bank:AC46772637,2
Family:FG0913,4
Suspect:S00832,7
Phone:9337965699,7
Vehicle:DL23AB7171,7
Bank:AC97734815,7
Suspect:S04838,0
Suspect:S00576,4
Phone:8597167064,4
Vehicle:KL96AB5403,4
Bank:AC25845304,4
Family:FG0550,2
Suspect:S00104,0
Phone:9987248494,0
Vehicle:TN98AB7232,0
Bank:AC74019136,0
Suspect:S00439,2
Family:FG0056,0
Suspect:S00221,2
Phone:7472130062,2
Vehicle:TN17AB1243,2
Bank:AC58082464,2
Suspect:S03583,4
Suspect:S00985,1
Phone:9455054143,1
Vehicle:KL13AB1618,1
Bank:AC71789789,1
Suspect:S03620,4
Suspect:S00880,7
Phone:9418790740,7
Vehicle:MH99AB4985,7
Bank:AC55588495,7
Suspect:S00375,2
Gang:G117,3
Phone:7498513988,6
Vehicle:KL45AB6110,6
Bank:AC56045630,6
Family:FG0872,0
Suspect:S00200,2
Phone:8567067057,2
Vehicle:KL12AB5835,2
Bank:AC53851498,2
Suspect:S01327,8
Family:FG1000,4
Suspect:S02293,8
Suspect:S00543,4
Phone:8450647350,4
Vehicle:DL74AB3139,4
Bank:AC85986307,4
Suspect:S03661,13
Family:FG0385,0
Suspect:S03601,6
Family:FG0499,2
Suspect:S00056,2
Phone:8025148381,2
Vehicle:KA51AB3144,2
Bank:AC96637649,2
Suspect:S01292,2
Suspect:S03799,8
Phone:8456504563,8
Vehicle:DL68AB9761,8
Bank:AC93434765,8
Suspect:S00735,3
Family:FG0522,4
Suspect:S01960,7
Suspect:S02518,6
Suspect:S00593,3
Family:FG0765,0
Family:FG0094,4
Suspect:S00242,2
Phone:7124352982,2
Vehicle:KL35AB6062,2
Bank:AC55610493,2
Suspect:S02933,0
Gang:G135,1
Phone:9909949486,0
Vehicle:MH71AB9871,0
Bank:AC64210333,0
Suspect:S03191,16
Suspect:S01917,7
Phone:7866406208,7
Vehicle:TN31AB5410,7
Bank:AC21413788,7
Suspect:S02548,18
Suspect:S02056,4
Phone:7609170886,4
Vehicle:TN86AB8775,4
Bank:AC67434792,4
Suspect:S01881,7
Family:FG0674,2
Suspect:S00112,0
Phone:8195103064,0
Vehicle:MH33AB2341,0
Bank:AC73123515,0
Suspect:S01062,0
Suspect:S04624,5
Suspect:S03981,7
Family:FG0567,2
Suspect:S02105,4
Family:FG0058,2
Suspect:S00877,3
Phone:7019977835,3
Vehicle:KA23AB7670,3
Bank:AC77946127,3
Suspect:S03247,3
Suspect:S03402,1
Phone:7189509411,1
Vehicle:DL08AB2941,1
Bank:AC79012477,1
Suspect:S00082,6
Suspect:S03187,8
Phone:9979360096,8
Vehicle:TN15AB3110,8
Bank:AC67246006,8
Family:FG0050,4
Family:FG0005,0
Family:FG0020,4
Suspect:S00235,4
Phone:7366637148,4
Vehicle:TN56AB2582,4
Bank:AC60015814,4
Suspect:S02920,3
Family:FG0939,2
Suspect:S04427,1
Family:FG0429,2
Suspect:S02651,8
Suspect:S04538,8
Suspect:S00268,2
Phone:7318646463,2
Vehicle:KA60AB8404,2
Bank:AC15047559,2
Suspect:S01638,13
Suspect:S00153,2
Family:FG0165,0
Suspect:S04210,7
Suspect:S04792,2
Phone:7883932868,2
Vehicle:DL19AB3109,2
Bank:AC28211123,2
Suspect:S04008,1
Suspect:S03140,2
Family:FG0641,0
Suspect:S00252,2
Suspect:S00516,3
Phone:7496694873,2
Vehicle:MH74AB4114,2
Bank:AC44188276,2
Suspect:S02477,3
Phone:8586770646,3
Vehicle:MH37AB2819,3
Bank:AC73329409,3
Suspect:S02243,11
Phone:8996025623,11
Vehicle:KA85AB2860,11
Bank:AC56651206,11
Family:FG0681,0
Family:FG0793,2
Suspect:S00069,2
Phone:7179653598,2
Vehicle:KA47AB1653,2
Bank:AC58024342,2
Suspect:S03524,2
Suspect:S02336,3
Family:FG0600,4
Suspect:S01805,4
Suspect:S03955,4
Phone:8908415665,4
Vehicle:KA18AB1368,4
Bank:AC69733842,4
Family:FG0091,2
Suspect:S00570,4
Phone:9574338859,3
Vehicle:TN91AB2965,3
Bank:AC21594582,3
Suspect:S00873,13
Family:FG0557,4
Suspect:S01946,6
Suspect:S01151,4
Suspect:S00802,6
Phone:9159668272,6
Vehicle:TN38AB5937,6
Bank:AC91411889,6
Suspect:S03523,18
Suspect:S03156,0
Phone:7801394021,0
Vehicle:MH30AB7046,0
Bank:AC55624728,0
Family:FG0323,1
Suspect:S03727,0
Suspect:S03083,12
Suspect:S00287,4
Phone:9622487366,4
Vehicle:KA97AB8355,4
Bank:AC41407343,4
Suspect:S00982,4
Suspect:S04964,7
Suspect:S00632,2
Phone:7748194762,2
Vehicle:DL89AB6846,2
Bank:AC39962391,2
Suspect:S02814,0
Suspect:S01186,0
Suspect:S00359,4
Phone:7924038246,4
Vehicle:DL46AB1797,4
Bank:AC16783418,4
Suspect:S03566,4
Family:FG0997,4
Suspect:S02759,5
Family:FG0995,2
Suspect:S04851,3
Suspect:S01815,0
Family:FG0910,2
Suspect:S00109,2
Phone:9542160120,2
Vehicle:DL85AB1444,2
Bank:AC21267237,2
Suspect:S01027,5
Suspect:S01992,0
Suspect:S02872,11
Family:FG0007,4
Family:FG0072,4
Family:FG0362,5
Suspect:S03421,2
Family:FG0902,4
Suspect:S03538,5
Family:FG0292,0
Safehouse:SH023,2
Suspect:S04421,8
Family:FG0489,4
Suspect:S02800,8
Suspect:S00761,6
Phone:8858906417,6
Vehicle:DL62AB9328,6
Bank:AC33783708,6
Suspect:S04841,19
Safehouse:SH099,2
Suspect:S00867,2
Family:FG0966,8
Suspect:S01802,4
Safehouse:SH192,2
Suspect:S01078,6
Family:FG0098,2
Suspect:S04112,3
Phone:7877005921,3
Vehicle:DL49AB1675,3
Bank:AC78359248,3
Suspect:S03941,8
Suspect:S02426,0
Suspect:S02595,7
Suspect:S02568,7
Suspect:S01312,2
Family:FG0237,2
Family:FG0264,2
Suspect:S03266,0
Suspect:S01552,3
Suspect:S00114,4
Phone:9799264931,4
Vehicle:TN97AB1508,4
Bank:AC43189803,4
Family:FG0565,4
Suspect:S00376,7
Phone:8894246230,7
Vehicle:KA54AB3481,7
Bank:AC65426567,7
Family:FG0336,0
Suspect:S04735,7
Suspect:S04510,13
Family:FG0700,3
Suspect:S03809,19
Suspect:S03344,4
Phone:9505912440,7
Vehicle:MH16AB3069,7
Bank:AC52860106,7
Family:FG0179,0
Suspect:S00605,2
Family:FG0786,0
Suspect:S00139,0
Phone:7195488441,0
Vehicle:TN71AB5786,0
Bank:AC26948946,0
Suspect:S02747,4
Suspect:S00870,3
Phone:8885370603,3
Vehicle:TN26AB9489,3
Bank:AC48387144,3
Suspect:S01855,1
Family:FG0077,2
Suspect:S00381,2
Phone:7825768309,2
Vehicle:KL36AB5890,2
Bank:AC40181142,2
Suspect:S04628,3
Family:FG0879,0
Suspect:S00443,2
Phone:9371162526,2
Vehicle:KA37AB7236,2
Bank:AC72579077,2
Suspect:S00980,6
Suspect:S02851,1
Suspect:S01265,8
Suspect:S03781,5
Family:FG0389,0
Phone:8620104855,4
Vehicle:MH42AB4090,4
Bank:AC42051937,4
Family:FG0625,2
Family:FG0705,4
Suspect:S04370,11
Suspect:S00879,8
Phone:9204549513,8
Vehicle:KA69AB5098,8
Bank:AC69427400,8
Suspect:S04189,5
Suspect:S03520,5
Gang:G143,7
Phone:9207854145,5
Vehicle:KL40AB3095,5
Bank:AC26563259,5
Suspect:S04904,5
Suspect:S04293,2
Suspect:S04919,3
Family:FG0301,2
Suspect:S01658,5
Family:FG0691,2
Suspect:S00155,2
Phone:8169288485,2
Vehicle:DL70AB9090,2
Bank:AC68755000,2
Family:FG0355,2
Suspect:S00953,8
Suspect:S04737,3
Phone:7525410726,3
Vehicle:KA96AB6844,3
Bank:AC83117704,3
Suspect:S01763,13
Suspect:S03466,2
Phone:9464754343,2
Vehicle:KL35AB9759,2
Bank:AC63704612,2
Suspect:S01846,0
Suspect:S02856,14
Suspect:S04223,0
Suspect:S02676,13
Suspect:S00506,4
Suspect:S00723,4
Family:FG0642,0
Suspect:S00842,1
Gang:G067,1
Phone:7168323465,1
Vehicle:DL19AB1916,1
Bank:AC32325960,1
Suspect:S00168,2
Phone:7680229045,2
Vehicle:KA71AB1224,2
Bank:AC84121929,2
Suspect:S00198,0
Phone:9666707262,0
Vehicle:KA87AB3240,0
Bank:AC94322033,0
Family:FG0809,4
Suspect:S00929,4
Family:FG0936,2
Suspect:S04172,7
Phone:8485850665,7
Vehicle:DL03AB5699,7
Bank:AC99329766,7
Suspect:S03346,2
Family:FG0954,4
Family:FG0043,6
Suspect:S02436,7
Family:FG0759,0
Suspect:S00897,3
Phone:8128928014,3
Vehicle:KL35AB8722,3
Bank:AC92286747,3
Suspect:S01417,0
Suspect:S01268,13
Phone:8913227899,13
Vehicle:TN66AB7462,13
Bank:AC36098642,13
Suspect:S01064,13
Family:FG0302,2
Suspect:S00247,2
Suspect:S03279,2
Suspect:S01476,8
Phone:8142528438,8
Vehicle:KA92AB7799,8
Bank:AC58404738,8
Suspect:S03082,8
Suspect:S00179,2
Phone:7542223599,2
Vehicle:DL76AB6439,2
Bank:AC23470708,2
Suspect:S03758,0
Suspect:S01413,8
Phone:9125625600,8
Vehicle:TN57AB6841,8
Bank:AC85276619,8
Suspect:S02831,0
Suspect:S02443,8
Family:FG0377,0
Suspect:S03725,19
Family:FG0009,2
Suspect:S03303,4
Phone:8321048099,4
Vehicle:TN42AB5811,4
Bank:AC70891460,4
Family:FG0866,4
Suspect:S01953,2
Family:FG0865,0
Suspect:S00710,0
Phone:7020053819,0
Vehicle:TN69AB4267,0
Bank:AC60076822,0
Suspect:S04863,0
Family:FG0153,3
Suspect:S00613,2
Suspect:S00868,0
Phone:9615759047,0
Vehicle:TN93AB7296,0
Bank:AC63773642,0
Suspect:S00345,0
Suspect:S01070,0
Family:FG0456,4
Suspect:S04127,19
Suspect:S00614,4
Suspect:S02698,3
Suspect:S00260,6
Suspect:S03211,2
Phone:7665723424,2
Vehicle:MH82AB2928,2
Bank:AC71361861,2
Suspect:S04477,19
Phone:8852408227,6
Vehicle:TN86AB6409,6
Bank:AC93638503,6
Suspect:S00277,2
Phone:9913617098,2
Vehicle:MH37AB5128,2
Bank:AC98122539,2
Family:FG0792,2
Suspect:S03230,0
Phone:8380371508,0
Vehicle:TN59AB7681,0
Bank:AC33781932,0
Suspect:S00346,2
Suspect:S02458,0
Family:FG0496,2
Family:FG0979,0
Suspect:S00530,4
Family:FG0365,2
Suspect:S04165,10
Family:FG0051,4
Suspect:S03385,8
Suspect:S03389,8
Family:FG0587,0
Suspect:S03904,11
Family:FG0266,4
Suspect:S00272,2
Family:FG0680,2
Suspect:S00627,2
Phone:7002935589,2
Vehicle:KA79AB4300,2
Bank:AC27514010,2
Family:FG0114,4
Suspect:S00399,4
Phone:8267119521,4
Vehicle:DL87AB4164,4
Bank:AC33554528,4
Family:FG0521,4
Safehouse:SH060,2
Suspect:S02685,4
Family:FG0214,4
Suspect:S01431,2
Suspect:S03045,18
Suspect:S02039,0
Phone:7294803584,0
Vehicle:KA55AB3690,0
Bank:AC51224542,0
Family:FG0147,0
Suspect:S01174,3
Safehouse:SH172,2
Suspect:S01965,7
Phone:8224185638,7
Vehicle:MH82AB5640,7
Bank:AC93265522,7
Family:FG0666,2
Suspect:S02825,8
Suspect:S04862,0
Family:FG0987,0
Family:FG0289,2
Suspect:S04110,1
Phone:7111655677,1
Vehicle:MH28AB8560,1
Bank:AC22009163,1
Family:FG0194,2
Suspect:S03022,8
Phone:7486923711,8
Vehicle:MH44AB2989,8
Bank:AC77171016,8
Suspect:S04815,8
Suspect:S02510,20
Phone:8331361358,20
Vehicle:TN56AB5926,20
Bank:AC40784021,20
Suspect:S03728,20
Suspect:S03368,2
Suspect:S00838,0
Phone:9839444315,0
Vehicle:KL54AB6410,0
Bank:AC25212062,0
Suspect:S02867,0
Suspect:S04426,7
Family:FG0080,2
Suspect:S03800,22
Suspect:S01244,2
Suspect:S02862,4
Suspect:S00133,2
Phone:9280292341,2
Vehicle:KA55AB6419,2
Bank:AC57219209,2
Family:FG0048,4
Suspect:S00097,2
Phone:8832837596,2
Vehicle:DL58AB3607,2
Bank:AC73709724,2
Suspect:S00143,2
Suspect:S00148,2
Suspect:S00840,0
Phone:9779957226,0
Vehicle:MH03AB4992,0
Bank:AC15790734,0
Suspect:S03429,10
Family:FG0993,2
Suspect:S00583,6
Phone:9816224192,6
Vehicle:MH29AB6272,6
Bank:AC43321320,6
Suspect:S03382,4
Suspect:S02274,6
Phone:7646873524,6
Vehicle:TN42AB7660,6
Bank:AC10747830,6
Suspect:S01153,4
Family:FG0896,2
Suspect:S04048,6
Suspect:S00848,12
Phone:7567851370,12
Vehicle:TN03AB4315,12
Bank:AC80157128,12
Suspect:S02352,3
Suspect:S01889,3
Phone:9054849838,3
Vehicle:TN15AB8003,3
Bank:AC47376435,3
Suspect:S04341,7
Suspect:S02196,12
Suspect:S00100,2
Phone:8007142260,2
Vehicle:KA43AB6238,2
Bank:AC82498004,2
Suspect:S04333,3
Suspect:S02463,12
Suspect:S01102,2
Family:FG0710,4
Suspect:S04957,0
Phone:8480049401,0
Vehicle:KL85AB8715,0
Bank:AC96986860,0
Suspect:S04675,3
Suspect:S04793,3
Suspect:S03586,8
Phone:7591720967,8
Vehicle:MH35AB3900,8
Bank:AC31839746,8
Phone:9336814230,3
Vehicle:DL65AB1333,3
Bank:AC62405812,3
Suspect:S03514,4
Suspect:S02002,3
Suspect:S00956,5
Phone:8538317686,5
Vehicle:KL33AB1646,5
Bank:AC75136149,5
Suspect:S02789,5
Suspect:S03135,8
Family:FG0047,4
Suspect:S00946,2
Suspect:S00409,0
Phone:9257033897,0
Vehicle:MH68AB6927,0
Bank:AC20482769,0
Suspect:S00245,4
Phone:8803166816,4
Vehicle:MH44AB3578,4
Bank:AC59667685,4
Suspect:S02899,4
Suspect:S00364,2
Phone:9165761020,2
Vehicle:MH98AB5582,2
Bank:AC93650068,2
Suspect:S02990,2
Family:FG0240,2
Suspect:S00459,2
Phone:8084127872,2
Vehicle:KA35AB7502,2
Bank:AC20605783,2
Suspect:S00807,0
Suspect:S03096,0
Suspect:S02672,8
Suspect:S02044,10
Family:FG0526,4
Suspect:S01028,24
Suspect:S04739,0
Suspect:S00303,2
Suspect:S01952,7
Suspect:S04413,3
Suspect:S01729,0
Suspect:S01674,1
Suspect:S01142,5
Suspect:S00792,4
Phone:8913652314,4
Vehicle:MH06AB5856,4
Bank:AC97446634,4
Suspect:S01289,7
Suspect:S01389,0
Suspect:S03333,7
Suspect:S03968,7
Family:FG0470,2
Suspect:S04860,11
Family:FG0818,0
Gang:G075,7
